County,State,B19013001,B19013001s,B23006001,B23006002,B23006003,B23006004,B23006005,B23006006,B23006007,B23006008,B23006009,B23006010,B23006011,B23006012,B23006013,B23006014,B23006015,B23006016,B23006017,B23006018,B23006019,B23006020,B23006021,B23006022,B23006023,B23006024,B23006025,B23006026,B23006027,B23006028,B23006029,B23006001s,B23006002s,B23006003s,B23006004s,B23006005s,B23006006s,B23006007s,B23006008s,B23006009s,B23006010s,B23006011s,B23006012s,B23006013s,B23006014s,B23006015s,B23006016s,B23006017s,B23006018s,B23006019s,B23006020s,B23006021s,B23006022s,B23006023s,B23006024s,B23006025s,B23006026s,B23006027s,B23006028s,B23006029s
Webster,ia,41751,940,19087,1847,1048,0,1048,894,154,799,5695,4375,0,4375,4049,326,1320,7687,6741,0,6741,6272,469,946,3858,3294,0,3294,3217,77,564,99.39393939,175.7575758,141.2121212,12.72727273,141.2121212,131.5151515,44.84848485,85.45454545,193.9393939,185.4545455,12.72727273,185.4545455,190.9090909,70.90909091,137.5757576,195.1515152,207.2727273,12.72727273,207.2727273,212.7272727,83.03030303,87.87878788,209.6969697,179.3939394,12.72727273,179.3939394,173.3333333,30.90909091,89.6969697
Winnebago,ia,46438,1949.69697,5379,351,259,0,259,259,0,92,1586,1315,0,1315,1204,111,271,2213,1986,0,1986,1938,48,227,1229,1108,0,1108,1108,0,121,28.48484848,57.57575758,54.54545455,9.696969697,54.54545455,54.54545455,9.696969697,26.06060606,92.12121212,89.09090909,9.696969697,89.09090909,83.03030303,31.51515152,43.03030303,99.39393939,102.4242424,9.696969697,102.4242424,104.8484848,15.15151515,39.39393939,101.8181818,99.39393939,9.696969697,99.39393939,99.39393939,9.696969697,25.45454545
Winneshiek,ia,52827,1418.787879,9818,275,212,0,212,186,26,63,3555,3145,0,3145,3022,123,410,3235,2831,7,2824,2693,131,404,2753,2478,0,2478,2447,31,275,33.33333333,37.57575758,32.72727273,10.90909091,32.72727273,30.90909091,14.54545455,18.78787879,181.8181818,166.6666667,10.90909091,166.6666667,165.4545455,40,59.39393939,158.1818182,138.1818182,6.060606061,138.1818182,138.1818182,41.21212121,63.63636364,184.8484848,161.8181818,10.90909091,161.8181818,163.030303,11.51515152,55.15151515
Woodbury,ia,45289,763.6363636,51027,6528,4924,0,4924,4524,400,1604,15968,12455,8,12447,11843,604,3513,17251,14594,104,14490,13887,603,2657,11280,10180,37,10143,9858,285,1100,110.3030303,269.6969697,236.969697,13.93939394,236.969697,244.2424242,80.60606061,176.969697,423.030303,360.6060606,7.878787879,361.2121212,370.3030303,100.6060606,231.5151515,414.5454545,407.8787879,50.3030303,408.4848485,423.6363636,86.66666667,164.8484848,407.8787879,387.2727273,18.78787879,384.8484848,358.7878788,76.36363636,135.1515152
Worth,ia,50603,2018.787879,3947,325,248,0,248,239,9,77,1270,1055,1,1054,1004,50,215,1732,1596,0,1596,1475,121,136,620,563,0,563,562,1,57,16.96969697,63.63636364,57.57575758,8.484848485,57.57575758,56.96969697,7.272727273,22.42424242,74.54545455,66.06060606,1.818181818,66.66666667,60,15.75757576,39.39393939,85.45454545,91.51515152,8.484848485,91.51515152,86.06060606,37.57575758,29.6969697,61.21212121,56.36363636,8.484848485,56.36363636,56.36363636,1.818181818,17.57575758
Wright,ia,45713,1835.151515,6483,650,464,0,464,424,40,186,2215,1810,0,1810,1725,85,405,2563,2289,0,2289,2229,60,274,1055,887,0,887,870,17,168,69.6969697,90.90909091,93.33333333,9.696969697,93.33333333,96.96969697,16.36363636,36.36363636,160,162.4242424,9.696969697,162.4242424,153.3333333,33.93939394,82.42424242,144.2424242,146.6666667,9.696969697,146.6666667,147.2727273,20,50.90909091,106.0606061,102.4242424,9.696969697,102.4242424,101.2121212,12.72727273,33.93939394
Allen,ks,39714,1924.848485,6493,533,363,0,363,299,64,170,2069,1707,0,1707,1610,97,362,2627,2209,0,2209,2080,129,418,1264,1150,0,1150,1104,46,114,44.84848485,76.36363636,54.54545455,9.696969697,54.54545455,46.66666667,27.27272727,42.42424242,130.3030303,113.9393939,9.696969697,113.9393939,107.8787879,29.6969697,49.09090909,135.7575758,130.9090909,9.696969697,130.9090909,129.6969697,37.57575758,55.15151515,147.8787879,144.8484848,9.696969697,144.8484848,138.1818182,26.66666667,35.15151515
Anderson,ks,43060,2641.818182,3869,403,197,0,197,195,2,206,1369,1092,0,1092,957,135,277,1353,1145,0,1145,1054,91,208,744,702,0,702,690,12,42,19.39393939,73.93939394,49.09090909,9.090909091,49.09090909,49.09090909,2.424242424,56.96969697,87.87878788,89.6969697,9.090909091,89.6969697,89.09090909,42.42424242,44.24242424,104.2424242,93.93939394,9.090909091,93.93939394,99.39393939,30.3030303,53.33333333,81.21212121,82.42424242,9.090909091,82.42424242,82.42424242,11.51515152,16.96969697
Atchison,ks,45666,3112.727273,7752,618,473,0,473,429,44,145,3179,2507,0,2507,2349,158,672,2201,1814,0,1814,1697,117,387,1754,1537,0,1537,1501,36,217,56.96969697,93.93939394,87.87878788,9.696969697,87.87878788,84.24242424,28.48484848,42.42424242,206.6666667,181.8181818,9.696969697,181.8181818,174.5454545,46.06060606,94.54545455,147.8787879,146.0606061,9.696969697,146.0606061,141.8181818,36.96969697,63.63636364,162.4242424,149.0909091,9.696969697,149.0909091,149.6969697,21.81818182,53.93939394
Barber,ks,43048,2253.333333,2488,129,80,0,80,75,5,49,716,583,0,583,559,24,133,1082,842,0,842,840,2,240,561,480,0,480,480,0,81,37.57575758,23.03030303,19.39393939,6.060606061,19.39393939,18.78787879,3.03030303,13.33333333,45.45454545,47.87878788,6.060606061,47.87878788,47.87878788,8.484848485,26.66666667,59.39393939,66.06060606,6.060606061,66.06060606,66.06060606,1.818181818,42.42424242,56.36363636,53.33333333,6.060606061,53.33333333,53.33333333,6.060606061,24.84848485
Barton,ks,46639,1149.69697,13671,1839,1309,0,1309,1129,180,530,3758,3072,0,3072,2801,271,686,5414,4716,0,4716,4557,159,698,2660,2467,0,2467,2439,28,193,68.48484848,167.2727273,153.3333333,11.51515152,153.3333333,135.1515152,65.45454545,93.93939394,204.8484848,170.3030303,11.51515152,170.3030303,164.8484848,78.18181818,97.57575758,197.5757576,195.7575758,11.51515152,195.7575758,191.5151515,44.84848485,87.87878788,166.6666667,156.3636364,11.51515152,156.3636364,156.3636364,16.96969697,52.12121212
Bourbon,ks,38250,1989.69697,7180,547,264,0,264,252,12,283,2044,1465,8,1457,1360,97,579,2757,2179,0,2179,2093,86,578,1832,1559,0,1559,1499,60,273,66.66666667,102.4242424,69.09090909,9.696969697,69.09090909,68.48484848,8.484848485,75.15151515,149.6969697,128.4848485,9.090909091,129.6969697,122.4242424,33.33333333,83.03030303,175.7575758,153.3333333,9.696969697,153.3333333,146.6666667,33.33333333,117.5757576,143.030303,132.7272727,9.696969697,132.7272727,131.5151515,26.06060606,55.15151515
Brown,ks,37515,1332.121212,4959,434,298,0,298,279,19,136,1764,1401,0,1401,1330,71,363,1916,1595,0,1595,1487,108,321,845,752,0,752,741,11,93,26.06060606,55.75757576,49.09090909,9.090909091,49.09090909,46.06060606,8.484848485,27.87878788,84.84848485,85.45454545,9.090909091,85.45454545,80.60606061,27.87878788,42.42424242,98.18181818,80.60606061,9.090909091,80.60606061,79.39393939,36.96969697,47.27272727,72.12121212,64.84848485,9.090909091,64.84848485,64.84848485,7.878787879,25.45454545
Butler,ks,57424,1356.363636,33654,2063,1348,0,1348,1192,156,715,8181,5950,0,5950,5568,382,2231,13616,10961,74,10887,10204,683,2655,9794,8621,64,8557,8331,226,1173,111.5151515,182.4242424,144.2424242,14.54545455,144.2424242,141.8181818,45.45454545,106.6666667,309.6969697,221.2121212,14.54545455,221.2121212,222.4242424,75.75757576,189.0909091,394.5454545,348.4848485,22.42424242,347.2727273,313.3333333,93.93939394,192.1212121,359.3939394,324.2424242,31.51515152,319.3939394,323.6363636,56.96969697,98.18181818
Chase,ks,36434,4429.090909,1375,130,53,0,53,41,12,77,525,425,0,425,398,27,100,435,296,0,296,286,10,139,285,242,0,242,229,13,43,27.27272727,20.60606061,16.96969697,6.060606061,16.96969697,15.75757576,8.484848485,21.81818182,50.3030303,52.12121212,6.060606061,52.12121212,52.72727273,13.93939394,29.6969697,43.63636364,41.21212121,6.060606061,41.21212121,41.21212121,4.848484848,28.48484848,40.60606061,35.75757576,6.060606061,35.75757576,37.57575758,10.90909091,20.60606061
Chautauqua,ks,37039,2608.484848,1751,232,104,0,104,95,9,128,560,421,0,421,377,44,139,602,455,0,455,453,2,147,357,258,0,258,255,3,99,23.03030303,38.78787879,26.06060606,6.060606061,26.06060606,24.84848485,6.060606061,26.06060606,56.36363636,49.09090909,6.060606061,49.09090909,47.87878788,14.54545455,26.66666667,46.06060606,43.03030303,6.060606061,43.03030303,43.03030303,1.818181818,30.90909091,41.21212121,33.33333333,6.060606061,33.33333333,33.33333333,2.424242424,27.87878788
Cherokee,ks,41877,1550.909091,11060,1200,618,0,618,517,101,582,3635,2724,0,2724,2548,176,911,4551,3698,0,3698,3509,189,853,1674,1293,0,1293,1272,21,381,60,103.030303,88.48484848,11.51515152,88.48484848,80.60606061,35.75757576,72.72727273,178.1818182,178.7878788,11.51515152,178.7878788,183.6363636,45.45454545,102.4242424,200.6060606,184.2424242,11.51515152,184.2424242,186.6666667,51.51515152,94.54545455,165.4545455,135.1515152,11.51515152,135.1515152,133.9393939,12.12121212,78.78787879
Cheyenne,ks,39167,2362.424242,1354,105,65,0,65,56,9,40,366,271,0,271,243,28,95,581,496,0,496,492,4,85,302,275,0,275,275,0,27,31.51515152,26.66666667,22.42424242,6.060606061,22.42424242,21.21212121,7.272727273,15.15151515,38.18181818,36.36363636,6.060606061,36.36363636,35.15151515,12.12121212,20,49.09090909,47.87878788,6.060606061,47.87878788,47.87878788,3.03030303,21.81818182,39.39393939,37.57575758,6.060606061,37.57575758,37.57575758,6.060606061,9.090909091
Clark,ks,39563,5071.515152,983,79,57,0,57,57,0,22,182,133,0,133,132,1,49,446,382,0,382,382,0,64,276,220,0,220,220,0,56,49.6969697,19.39393939,16.96969697,6.060606061,16.96969697,16.96969697,6.060606061,11.51515152,36.96969697,32.12121212,6.060606061,32.12121212,32.72727273,1.212121212,16.36363636,46.06060606,37.57575758,6.060606061,37.57575758,37.57575758,6.060606061,16.36363636,33.33333333,28.48484848,6.060606061,28.48484848,28.48484848,6.060606061,15.15151515
Clay,ks,43879,3655.151515,4203,158,116,0,116,111,5,42,1302,1001,3,998,982,16,301,1805,1525,75,1450,1446,4,280,938,736,74,662,635,27,202,42.42424242,54.54545455,53.93939394,9.090909091,53.93939394,53.93939394,5.454545455,13.93939394,111.5151515,93.33333333,2.424242424,92.72727273,90.90909091,8.484848485,66.66666667,114.5454545,116.969697,30.90909091,109.0909091,109.6969697,7.272727273,55.15151515,108.4848485,93.93939394,41.81818182,87.27272727,84.24242424,16.36363636,44.84848485
Cloud,ks,37382,1577.575758,4412,391,241,0,241,216,25,150,1468,1117,0,1117,1061,56,351,1770,1414,0,1414,1331,83,356,783,725,0,725,710,15,58,49.09090909,81.21212121,60,9.090909091,60,55.75757576,19.39393939,47.87878788,98.18181818,100,9.090909091,100,96.96969697,23.03030303,57.57575758,101.8181818,86.06060606,9.090909091,86.06060606,89.09090909,30.3030303,53.93939394,94.54545455,94.54545455,9.090909091,94.54545455,93.93939394,9.090909091,21.81818182
Coffey,ks,50106,2575.151515,4473,261,159,0,159,134,25,102,1463,1216,0,1216,1148,68,247,1785,1427,1,1426,1323,103,358,964,820,0,820,806,14,144,30.90909091,39.39393939,29.6969697,9.090909091,29.6969697,26.66666667,12.12121212,24.84848485,83.03030303,75.75757576,9.090909091,75.75757576,70.90909091,18.78787879,31.51515152,86.06060606,86.06060606,3.03030303,86.06060606,85.45454545,35.15151515,38.78787879,76.36363636,64.24242424,9.090909091,64.24242424,64.84848485,7.878787879,38.18181818
Comanche,ks,39950,5058.181818,876,64,51,0,51,51,0,13,262,232,3,229,229,0,30,337,310,0,310,308,2,27,213,208,0,208,206,2,5,35.15151515,18.78787879,16.36363636,6.060606061,16.36363636,16.36363636,6.060606061,8.484848485,38.18181818,36.36363636,3.636363636,35.15151515,35.15151515,6.060606061,11.51515152,38.78787879,39.39393939,6.060606061,39.39393939,39.39393939,1.818181818,10.90909091,38.18181818,38.18181818,6.060606061,38.18181818,38.18181818,3.636363636,4.242424242
Cowley,ks,41905,1153.333333,17786,1950,1058,0,1058,957,101,892,4979,3513,0,3513,3181,332,1466,7289,5792,19,5773,5439,334,1497,3568,3043,0,3043,2959,84,525,99.39393939,178.1818182,140.6060606,13.33333333,140.6060606,128.4848485,42.42424242,116.969697,181.8181818,206.0606061,13.33333333,206.0606061,190.9090909,76.96969697,143.6363636,218.7878788,239.3939394,10.3030303,238.7878788,230.3030303,63.63636364,141.2121212,173.3333333,163.030303,13.33333333,163.030303,164.8484848,35.75757576,89.6969697
Crawford,ks,36927,1272.727273,18301,1870,782,0,782,679,103,1088,5064,3680,0,3680,3391,289,1384,6270,5182,0,5182,4832,350,1088,5097,4439,3,4436,4345,91,658,92.72727273,167.8787879,89.6969697,13.33333333,89.6969697,80.60606061,28.48484848,131.5151515,216.969697,190.3030303,13.33333333,190.3030303,193.3333333,61.81818182,132.1212121,257.5757576,236.3636364,13.33333333,236.3636364,232.7272727,81.81818182,112.7272727,228.4848485,221.8181818,4.242424242,221.8181818,219.3939394,25.45454545,104.2424242
Decatur,ks,38750,3351.515152,1538,64,49,0,49,49,0,15,500,399,0,399,371,28,101,552,422,0,422,413,9,130,422,362,0,362,362,0,60,25.45454545,20.60606061,18.18181818,6.060606061,18.18181818,18.18181818,6.060606061,9.090909091,41.81818182,38.18181818,6.060606061,38.18181818,39.39393939,16.96969697,23.63636364,46.06060606,46.66666667,6.060606061,46.66666667,47.87878788,6.666666667,29.6969697,52.12121212,46.66666667,6.060606061,46.66666667,46.66666667,6.060606061,18.78787879
Dickinson,ks,49535,1426.060606,9861,733,457,0,457,374,83,276,3357,2711,34,2677,2487,190,646,3667,3082,195,2887,2767,120,585,2104,1887,42,1845,1836,9,217,41.21212121,86.66666667,71.51515152,9.696969697,71.51515152,66.06060606,30.90909091,63.63636364,192.1212121,178.7878788,13.93939394,180.6060606,173.9393939,49.09090909,75.75757576,146.6666667,150.3030303,43.03030303,146.0606061,144.8484848,32.72727273,68.48484848,160.6060606,156.969697,19.39393939,155.1515152,154.5454545,6.666666667,50.90909091
Doniphan,ks,46346,1616.363636,3877,265,154,0,154,145,9,111,1392,1137,0,1137,1085,52,255,1409,1188,7,1181,1158,23,221,811,741,0,741,729,12,70,35.15151515,33.33333333,25.45454545,9.090909091,25.45454545,24.24242424,5.454545455,21.21212121,63.63636364,56.96969697,9.090909091,56.96969697,60,15.15151515,30.90909091,73.33333333,72.12121212,7.272727273,72.12121212,72.12121212,8.484848485,32.12121212,57.57575758,56.36363636,9.090909091,56.36363636,56.36363636,6.666666667,15.75757576
Douglas,ks,48395,1079.393939,52086,2163,1431,0,1431,1296,135,732,9709,7808,1,7807,7154,653,1901,14031,12009,14,11995,11195,800,2022,26183,23289,106,23183,22506,677,2894,118.7878788,236.3636364,196.969697,14.54545455,196.969697,170.9090909,53.93939394,96.96969697,438.1818182,369.0909091,3.03030303,369.0909091,340.6060606,112.1212121,167.8787879,484.2424242,465.4545455,13.93939394,465.4545455,450.3030303,126.6666667,193.9393939,557.5757576,535.7575758,45.45454545,521.8181818,516.3636364,109.6969697,198.1818182
Edwards,ks,43953,2218.787879,1575,251,183,0,183,176,7,68,444,344,0,344,331,13,100,542,464,0,464,452,12,78,338,302,0,302,298,4,36,27.87878788,34.54545455,28.48484848,6.060606061,28.48484848,29.09090909,5.454545455,18.18181818,49.09090909,46.66666667,6.060606061,46.66666667,46.66666667,7.272727273,20,35.15151515,36.36363636,6.060606061,36.36363636,36.96969697,6.666666667,20,38.18181818,34.54545455,6.060606061,34.54545455,35.75757576,3.636363636,15.15151515
Elk,ks,33239,1623.636364,1399,79,27,0,27,26,1,52,493,360,0,360,316,44,133,528,347,0,347,333,14,181,299,252,0,252,247,5,47,8.484848485,18.78787879,10.90909091,6.060606061,10.90909091,10.90909091,1.212121212,15.15151515,46.66666667,41.21212121,6.060606061,41.21212121,41.21212121,20,24.84848485,50.90909091,41.81818182,6.060606061,41.81818182,39.39393939,8.484848485,27.27272727,46.06060606,41.81818182,6.060606061,41.81818182,42.42424242,4.848484848,16.96969697
Ellis,ks,44253,1417.575758,13503,706,531,0,531,454,77,175,3536,2836,0,2836,2760,76,700,4625,4115,14,4101,4009,92,510,4636,4254,22,4232,4158,74,382,60,100,92.72727273,11.51515152,92.72727273,83.03030303,52.12121212,46.66666667,210.3030303,184.8484848,11.51515152,184.8484848,175.1515152,38.78787879,106.0606061,208.4848485,200,10.3030303,198.1818182,198.1818182,42.42424242,76.36363636,234.5454545,235.7575758,15.75757576,235.7575758,235.7575758,36.36363636,71.51515152
Ellsworth,ks,46350,3252.727273,3477,274,112,0,112,100,12,162,1174,725,0,725,690,35,449,1288,1042,0,1042,972,70,246,741,612,5,607,574,33,129,33.93939394,53.33333333,27.27272727,9.090909091,27.27272727,24.24242424,8.484848485,51.51515152,93.33333333,84.84848485,9.090909091,84.84848485,81.21212121,16.36363636,128.4848485,96.96969697,103.030303,9.090909091,103.030303,100.6060606,23.03030303,38.18181818,73.93939394,88.48484848,5.454545455,86.66666667,69.09090909,27.27272727,33.33333333
Finney,ks,49617,1788.484848,17901,4976,4077,0,4077,3846,231,899,4470,3606,0,3606,3518,88,864,4948,4177,10,4167,4100,67,771,3507,3211,0,3211,3201,10,296,68.48484848,261.8181818,249.0909091,13.33333333,249.0909091,233.9393939,78.18181818,109.6969697,244.2424242,222.4242424,13.33333333,222.4242424,225.4545455,34.54545455,116.3636364,291.5151515,268.4848485,9.696969697,267.8787879,270.3030303,27.27272727,104.2424242,213.3333333,203.030303,13.33333333,203.030303,202.4242424,7.878787879,76.36363636
Ford,ks,50577,1216.969697,16407,5190,4156,0,4156,3818,338,1034,3492,2757,0,2757,2572,185,735,4827,4210,14,4196,4088,108,617,2898,2510,0,2510,2438,72,388,76.96969697,276.3636364,232.1212121,13.33333333,232.1212121,224.8484848,103.6363636,166.6666667,253.3333333,206.0606061,13.33333333,206.0606061,201.2121212,61.81818182,118.7878788,281.8181818,270.9090909,16.96969697,270.3030303,263.6363636,62.42424242,87.27272727,221.8181818,195.7575758,13.33333333,195.7575758,183.6363636,38.18181818,95.75757576
Franklin,ks,50240,1606.060606,13365,944,701,0,701,651,50,243,4472,3776,2,3774,3608,166,696,5163,4278,0,4278,4032,246,885,2786,2387,0,2387,2291,96,399,105.4545455,112.7272727,103.6363636,11.51515152,103.6363636,103.6363636,20.60606061,56.96969697,172.1212121,174.5454545,2.424242424,174.5454545,164.8484848,44.84848485,80.60606061,201.8181818,204.2424242,11.51515152,204.2424242,206.6666667,55.75757576,131.5151515,169.6969697,159.3939394,11.51515152,159.3939394,153.9393939,30.90909091,76.96969697
Geary,ks,47879,873.9393939,16461,1140,554,39,515,454,61,586,4410,3497,525,2972,2701,271,913,7512,6260,1407,4853,4649,204,1252,3399,2873,410,2463,2419,44,526,53.93939394,150.9090909,100,33.93939394,95.75757576,92.12121212,25.45454545,101.8181818,266.0606061,258.7878788,84.84848485,258.1818182,241.8181818,74.54545455,110.3030303,267.2727273,260.6060606,147.8787879,244.2424242,230.9090909,60,156.3636364,230.9090909,213.9393939,75.15151515,195.7575758,195.7575758,24.24242424,79.39393939
Gove,ks,44426,2146.060606,1352,52,31,0,31,29,2,21,512,437,0,437,420,17,75,515,447,0,447,437,10,68,273,231,0,231,229,2,42,40,13.33333333,9.090909091,6.060606061,9.090909091,9.090909091,1.818181818,8.484848485,40,38.18181818,6.060606061,38.18181818,37.57575758,10.3030303,13.33333333,36.36363636,35.15151515,6.060606061,35.15151515,35.15151515,7.878787879,13.33333333,30.3030303,28.48484848,6.060606061,28.48484848,29.09090909,1.818181818,10.3030303
Graham,ks,43929,2933.939394,1285,95,45,0,45,32,13,50,391,310,0,310,292,18,81,510,452,0,452,438,14,58,289,279,0,279,279,0,10,17.57575758,27.87878788,14.54545455,6.060606061,14.54545455,11.51515152,9.696969697,21.81818182,44.84848485,39.39393939,6.060606061,39.39393939,35.75757576,13.33333333,20.60606061,44.24242424,41.81818182,6.060606061,41.81818182,43.63636364,8.484848485,15.75757576,35.15151515,34.54545455,6.060606061,34.54545455,34.54545455,6.060606061,4.848484848
Grant,ks,53800,6535.757576,3843,836,556,0,556,488,68,280,1065,848,0,848,820,28,217,1238,1074,0,1074,1057,17,164,704,668,0,668,668,0,36,83.03030303,102.4242424,87.87878788,9.090909091,87.87878788,87.27272727,30.90909091,66.06060606,116.3636364,117.5757576,9.090909091,117.5757576,111.5151515,23.03030303,52.72727273,111.5151515,100.6060606,9.090909091,100.6060606,100,16.36363636,51.51515152,98.18181818,98.18181818,9.090909091,98.18181818,98.18181818,9.090909091,20
Gray,ks,55000,2603.030303,2954,628,435,0,435,428,7,193,824,613,0,613,593,20,211,839,742,0,742,723,19,97,663,596,0,596,574,22,67,18.78787879,56.36363636,45.45454545,9.090909091,45.45454545,45.45454545,5.454545455,24.24242424,58.18181818,52.72727273,9.090909091,52.72727273,54.54545455,10.90909091,27.87878788,61.21212121,53.33333333,9.090909091,53.33333333,53.93939394,13.33333333,23.03030303,58.18181818,53.93939394,9.090909091,53.93939394,52.12121212,12.72727273,16.96969697
Greeley,ks,52212,6182.424242,611,68,62,0,62,58,4,6,155,130,0,130,126,4,25,256,232,0,232,232,0,24,132,117,0,117,117,0,15,40,16.36363636,16.96969697,6.060606061,16.96969697,16.96969697,6.060606061,5.454545455,24.24242424,23.03030303,6.060606061,23.03030303,22.42424242,3.03030303,12.72727273,26.06060606,27.27272727,6.060606061,27.27272727,27.27272727,6.060606061,13.93939394,28.48484848,26.06060606,6.060606061,26.06060606,26.06060606,6.060606061,9.090909091
Greenwood,ks,39145,1452.121212,3264,245,172,0,172,138,34,73,1401,1128,0,1128,1057,71,273,1088,902,0,902,865,37,186,530,477,0,477,460,17,53,21.81818182,43.03030303,37.57575758,9.090909091,37.57575758,35.75757576,17.57575758,21.21212121,78.18181818,81.21212121,9.090909091,81.21212121,80.60606061,24.84848485,37.57575758,65.45454545,67.27272727,9.090909091,67.27272727,63.63636364,19.39393939,33.93939394,61.81818182,60.60606061,9.090909091,60.60606061,60.60606061,11.51515152,14.54545455
Hamilton,ks,43125,3133.939394,1334,292,168,0,168,160,8,124,364,325,0,325,303,22,39,472,436,0,436,429,7,36,206,190,0,190,190,0,16,37.57575758,47.27272727,28.48484848,6.060606061,28.48484848,27.87878788,4.242424242,29.6969697,47.87878788,46.66666667,6.060606061,46.66666667,47.27272727,14.54545455,15.75757576,50.3030303,48.48484848,6.060606061,48.48484848,49.09090909,4.848484848,16.96969697,41.21212121,39.39393939,6.060606061,39.39393939,39.39393939,6.060606061,11.51515152
Harper,ks,38340,2330.909091,2901,327,214,0,214,198,16,113,750,610,0,610,567,43,140,1278,1043,0,1043,1011,32,235,546,460,0,460,457,3,86,18.78787879,50.90909091,38.78787879,9.090909091,38.78787879,36.96969697,9.696969697,30.3030303,67.87878788,63.03030303,9.090909091,63.03030303,56.36363636,20.60606061,23.03030303,76.96969697,75.15151515,9.090909091,75.15151515,71.51515152,18.78787879,35.75757576,63.63636364,61.21212121,9.090909091,61.21212121,61.81818182,2.424242424,23.63636364
Harvey,ks,49075,1309.090909,16711,1439,964,0,964,909,55,475,4844,3744,15,3729,3446,283,1100,5809,4930,24,4906,4634,272,879,4619,4059,5,4054,3985,69,560,75.15151515,166.0606061,122.4242424,13.33333333,122.4242424,114.5454545,40,90.90909091,286.6666667,276.969697,15.15151515,275.1515152,261.8181818,70.90909091,129.0909091,276.969697,258.1818182,19.39393939,258.1818182,240.6060606,83.63636364,105.4545455,282.4242424,238.7878788,4.242424242,239.3939394,238.7878788,30.90909091,92.72727273
Haskell,ks,52688,3764.848485,2084,547,415,0,415,390,25,132,606,496,0,496,492,4,110,580,493,0,493,472,21,87,351,329,12,317,310,7,22,30.3030303,55.75757576,39.39393939,6.060606061,39.39393939,41.21212121,12.72727273,29.6969697,48.48484848,41.81818182,6.060606061,41.81818182,41.81818182,3.636363636,27.27272727,52.72727273,52.72727273,6.060606061,52.72727273,47.27272727,15.15151515,17.57575758,45.45454545,44.84848485,10.90909091,41.81818182,40.60606061,6.060606061,9.696969697
Hodgeman,ks,44318,2929.69697,930,121,77,0,77,65,12,44,197,146,0,146,141,5,51,376,299,0,299,286,13,77,236,217,0,217,215,2,19,29.6969697,26.06060606,18.18181818,6.060606061,18.18181818,17.57575758,7.878787879,13.93939394,29.09090909,24.24242424,6.060606061,24.24242424,23.63636364,4.848484848,17.57575758,36.96969697,35.75757576,6.060606061,35.75757576,34.54545455,10.3030303,23.03030303,26.06060606,26.06060606,6.060606061,26.06060606,26.06060606,2.424242424,7.272727273
Jackson,ks,54710,1615.757576,6848,228,173,0,173,152,21,55,2625,2011,0,2011,1921,90,614,2534,2144,3,2141,2093,48,390,1461,1303,7,1296,1257,39,158,46.66666667,43.03030303,38.78787879,9.696969697,38.78787879,40,12.12121212,15.15151515,155.1515152,127.2727273,9.696969697,127.2727273,126.6666667,20,72.72727273,147.2727273,120.6060606,3.03030303,120.6060606,120,15.75757576,62.42424242,118.7878788,120,6.060606061,119.3939394,120,15.15151515,29.09090909
Jefferson,ks,58434,2223.030303,10200,500,355,0,355,296,59,145,3623,2836,1,2835,2663,172,787,3425,2943,0,2943,2833,110,482,2652,2404,0,2404,2375,29,248,40,86.06060606,75.75757576,9.696969697,75.75757576,58.78787879,30.90909091,35.15151515,203.6363636,186.6666667,1.818181818,186.6666667,188.4848485,43.63636364,89.09090909,185.4545455,187.8787879,9.696969697,187.8787879,186.6666667,30.90909091,62.42424242,168.4848485,164.8484848,9.696969697,164.8484848,166.6666667,16.36363636,45.45454545
Jewell,ks,38462,2087.272727,1500,72,36,0,36,27,9,36,416,347,0,347,326,21,69,665,550,0,550,546,4,115,347,323,0,323,320,3,24,16.36363636,16.36363636,12.12121212,6.060606061,12.12121212,9.696969697,6.060606061,9.696969697,37.57575758,36.96969697,6.060606061,36.96969697,35.15151515,9.090909091,16.96969697,43.03030303,36.96969697,6.060606061,36.96969697,37.57575758,3.636363636,24.24242424,40.60606061,40,6.060606061,40,40,3.03030303,9.696969697
Johnson,ks,75139,453.3333333,303159,11008,7993,0,7993,7413,580,3015,42387,34407,13,34394,32023,2371,7980,85096,71979,113,71866,67807,4059,13117,164668,145387,112,145275,140758,4517,19281,74.54545455,487.8787879,398.1818182,14.54545455,398.1818182,371.5151515,120,235.1515152,793.3333333,718.1818182,11.51515152,718.1818182,717.5757576,212.7272727,359.3939394,961.8181818,887.2727273,40.60606061,896.969697,866.6666667,255.7575758,468.4848485,1267.272727,1111.515152,46.66666667,1109.69697,1120.606061,284.2424242,535.7575758
Kearny,ks,47069,3875.151515,1975,421,306,0,306,283,23,115,534,423,0,423,420,3,111,720,573,0,573,570,3,147,300,280,0,280,280,0,20,41.81818182,56.36363636,44.84848485,6.060606061,44.84848485,45.45454545,22.42424242,29.6969697,61.81818182,58.18181818,6.060606061,58.18181818,58.18181818,3.03030303,29.09090909,68.48484848,60.60606061,6.060606061,60.60606061,59.39393939,3.03030303,34.54545455,55.15151515,54.54545455,6.060606061,54.54545455,54.54545455,6.060606061,11.51515152
