StateName,StateFIPS,PumaState,PUMA,Counties Within PUMA,uninsured_total,uninsured_percent,Foodstamp,Age0_18,Age19_25,Age26_34,Age35_54,Age55_64,138PctFPL_or_Less,139to400PctFPL,Above400PctFPL,Male,Female,Married,ChildinFamily,Latino,WhiteNonLatino,BlackNonLatino,AsianNonLatino,HawaiiPacIslander,AmericanIndian_AlaskaNative,Multiracial_or_Other,Disabled,FullTime_Worker_in_Family,Job_Agriculture,Job_Mining,Job_ManufacturingConstruction,Job_Trade,Job_InfoFinance,Job_EducHealth,Job_Entertainment,Job_Service,Job_MilitaryPublic,LessThanHS,HSDiploma,CollegeGrad,NoEnglishAdults_in_House,EnglishSpeaking,Spanish,Chinese,Korean,Vietnamese,Tagalog,Russian,OtherLang,SpeaksMostCommonOthLang,OtherLanguage
Alabama,1,100903,903,Jefferson County (part),11433,8.1%,3574,1066,1720,2808," 5,302 ", 538 ," 5,614 "," 5,096 ", 723 ," 5,318 "," 6,115 "," 3,114 "," 4,053 "," 1,006 "," 5,265 "," 4,632 ", 530 , -   , -   , -   , 796 ," 9,259 ", -   , 330 , 205 ," 2,314 "," 2,718 ", 631 ," 2,476 ", 699 , 979 ," 1,134 "," 8,927 "," 1,372 ",1039,10494,815, -   ,,124,,,,,**
Alabama,1,100904,904,Jefferson County (part),22884,14.3%,5101,3087,2647,6276," 8,218 "," 2,657 "," 12,874 "," 8,086 "," 1,925 "," 10,940 "," 11,945 "," 7,141 "," 8,916 ", 522 ," 12,114 "," 10,092 ", 45 , -   , -   , 112 ," 2,645 "," 17,941 ", -   ," 2,050 "," 1,033 "," 3,857 "," 5,463 "," 1,919 "," 1,468 "," 2,154 ", 172 ," 5,563 "," 14,283 "," 3,039 ",172,22426,414,45,,,,,,,**
Alabama,1,100905,905,Jefferson County (part),13013,14.1%,5332,655,2896,3102," 4,856 "," 1,504 "," 8,717 "," 3,861 ", 435 ," 7,508 "," 5,506 "," 2,552 "," 3,857 ", 163 ," 6,833 "," 5,894 ", 6 , -   , 48 , 69 ," 2,855 "," 8,778 ", 185 ," 1,697 ", 757 ," 1,801 "," 2,475 "," 1,093 ", 819 , 806 , 370 ," 3,768 "," 8,909 ", 336 ,77,12988,19, -   ,6,,,,,,**
Alabama,1,101000,1000,Etowah County,12616,14.6%,3964,260,2301,2976," 5,256 "," 1,822 "," 8,326 "," 4,033 ", 257 ," 6,620 "," 5,996 "," 3,772 "," 4,384 ", 190 ," 9,394 "," 2,620 ", 172 , -   , -   , 240 ," 2,468 "," 8,783 ", -   , 732 ," 2,059 "," 3,241 "," 1,030 "," 1,770 "," 1,342 ", 620 , 266 ," 2,544 "," 10,000 ", 72 ,157,12371,145,93,,,,,6,,**
Alabama,1,101100,1100,"Talladega County, Cherokee County, Randolph County, Clay County, Cleburne County",22499,17.3%,9156,1354,4553,4001," 10,448 "," 2,143 "," 15,978 "," 5,845 ", 676 ," 12,774 "," 9,725 "," 6,936 "," 7,029 ", 240 ," 16,355 "," 5,744 ", 6 , 26 , -   , 128 ," 4,470 "," 13,345 ", 851 ," 2,035 "," 4,484 "," 2,061 "," 2,309 "," 1,013 "," 3,105 "," 1,816 "," 1,033 "," 8,379 "," 13,679 ", 441 ,34,22190,309, -   ,,,,,,,**
Alabama,1,101200,1200,Calhoun County,19109,19.2%,10840,2013,3055,5065," 7,332 "," 1,645 "," 13,590 "," 4,800 ", 719 ," 10,117 "," 8,992 "," 5,195 "," 7,547 "," 1,274 "," 14,319 "," 3,230 ", -   , -   , -   , 286 ," 1,689 "," 14,857 ", 87 ," 2,784 "," 3,273 "," 1,160 "," 2,795 "," 2,600 "," 1,997 ", 888 , 609 ," 6,707 "," 9,921 "," 2,482 ",949,19006,103, -   ,,,,,,,**
Alabama,1,101300,1300,Shelby County,17320,10%,6700,3112,2668,3589," 6,142 "," 1,809 "," 10,734 "," 5,187 "," 1,400 "," 8,844 "," 8,477 "," 7,201 "," 8,612 "," 4,547 "," 10,681 "," 2,092 ", -   , -   , -   , -   ," 1,629 "," 15,509 ", -   ," 2,200 ", 602 ," 2,143 "," 4,014 ", 920 ," 1,014 "," 1,374 ", 675 ," 3,134 "," 11,614 "," 2,573 ",3933,13387,3872, -   ,,,,,61,,**
Alabama,1,101400,1400,Tuscaloosa County,16024,9.3%,5405,1786,3810,4338," 4,953 "," 1,138 "," 10,043 "," 5,235 ", 746 ," 8,577 "," 7,447 "," 3,905 "," 3,476 "," 1,304 "," 7,692 "," 6,899 ", -   , -   , -   , 129 ," 1,876 "," 11,092 ", 11 ," 2,073 "," 1,344 "," 3,194 "," 2,146 "," 1,083 "," 2,725 ", 390 , 511 ," 4,876 "," 9,913 "," 1,235 ",1270,15370,654, -   ,,,,,,,**
Alabama,1,101500,1500,"Dallas County, Marengo County, Bibb County, Hale County, Perry County, Greene County",15043,14.7%,6414,825,3048,2972," 6,277 "," 1,921 "," 11,569 "," 3,397 ", 77 ," 9,137 "," 5,906 "," 3,243 "," 4,135 ", 7 ," 4,682 "," 10,265 ", 51 , -   , -   , 38 ," 2,808 "," 8,185 ", 474 ," 1,492 "," 1,040 "," 2,005 "," 1,227 "," 2,603 "," 1,167 ", 906 , 271 ," 3,864 "," 10,419 ", 760 ,,15043,, -   ,,,,,,,**
Alabama,1,101600,1600,"Tallapoosa County, Chilton County, Chambers County, Coosa County",18084,16.4%,7664,2263,3008,4523," 6,982 "," 1,307 "," 12,079 "," 4,792 "," 1,212 "," 9,981 "," 8,103 "," 5,945 "," 8,254 ", 388 ," 11,837 "," 5,840 ", 19 , -   , -   , -   ," 2,413 "," 13,662 ", 496 ," 1,102 "," 4,018 "," 4,003 "," 1,152 ", 961 , 943 , 924 , 970 ," 6,469 "," 10,701 ", 913 ,407,17677,388, -   ,19,,,,,,**
Alabama,1,101700,1700,Lee County,14928,11.7%,4532,953,3824,3280," 5,097 "," 1,774 "," 7,291 "," 7,065 ", 572 ," 7,655 "," 7,273 "," 5,199 "," 6,684 ", 258 ," 9,716 "," 4,490 ", 416 , -   , -   , 48 ," 1,390 "," 12,452 "," 1,658 ", 543 ," 1,562 "," 2,791 ", 966 , 450 ," 2,988 "," 1,098 ", 479 ," 5,308 "," 8,929 ", 691 ,310,14618,205, -   ,57,,,,49,,**
Alabama,1,101800,1800,"Russell County, Pike County, Barbour County, Macon County, Butler County, Henry County, Crenshaw County, Bullock County",31361,18.7%,12992,3117,6752,6348," 11,876 "," 3,269 "," 20,652 "," 9,286 "," 1,423 "," 17,745 "," 13,616 "," 7,291 "," 9,231 "," 1,391 "," 12,602 "," 16,306 ", -   , -   , -   ," 1,062 "," 4,001 "," 17,939 ", 498 ," 2,906 "," 2,900 "," 5,480 "," 2,757 "," 3,275 "," 4,149 "," 1,285 "," 1,212 "," 7,621 "," 22,132 "," 1,608 ",757,30590,209, -   ,,563,,,,,**
Alabama,1,101900,1900,Montgomery County (part),31436,17.2%,15577,2998,6542,7546," 11,632 "," 2,718 "," 23,295 "," 7,242 ", 898 ," 15,304 "," 16,132 "," 4,096 "," 9,089 "," 1,496 "," 6,165 "," 23,181 ", 484 , -   , 69 , 41 ," 5,175 "," 20,228 ", 2 ," 3,210 "," 3,303 "," 5,364 "," 2,481 "," 4,773 "," 4,003 ", 943 , 870 ," 10,278 "," 19,017 "," 2,141 ",1087,30047,1029, -   ,31,329,,,,,**
Alabama,1,102000,2000,Montgomery County (part),23254,16.9%,6504,2033,4528,5808," 9,064 "," 1,821 "," 14,469 "," 6,795 "," 1,990 "," 14,562 "," 8,692 "," 4,071 "," 6,162 ", 157 ," 13,068 "," 9,317 ", 31 , -   , -   , 681 ," 5,380 "," 14,077 ", 290 ," 2,470 "," 1,960 "," 3,560 "," 2,159 "," 1,349 "," 4,034 "," 1,191 ", 426 ," 6,427 "," 16,398 ", 429 ,215,23229,15, -   ,,10,,,,,**
Alabama,1,102100,2100,"Escambia County, Clarke County, Monroe County, Washington County, Choctaw County, Conecuh County, Lowndes County, Wilcox County",30315,23.6%,15422,3331,5841,5532," 11,899 "," 3,712 "," 22,281 "," 7,241 ", 793 ," 16,606 "," 13,710 "," 7,801 "," 11,541 ", 368 ," 14,363 "," 14,240 ", -   , -   , 677 , 667 ," 5,505 "," 14,730 ", 458 ," 3,261 "," 2,278 "," 4,559 "," 1,309 "," 2,460 "," 1,475 "," 1,403 "," 3,488 "," 9,989 "," 18,211 "," 2,115 ",219,30096,219, -   ,,,,,,,**
Alabama,1,102200,2200,Mobile County (part),32763,20%,9742,3670,7348,7344," 11,900 "," 2,500 "," 19,039 "," 10,156 "," 3,568 "," 18,426 "," 14,336 "," 5,266 "," 12,102 ", 885 ," 9,944 "," 21,842 ", 42 , -   , -   , 50 ," 3,038 "," 22,481 ", 242 ," 3,147 "," 1,569 "," 6,299 "," 4,204 "," 3,008 "," 4,738 ", 975 ," 1,585 "," 5,283 "," 25,818 "," 1,662 ",377,32386,357, -   ,,,,,20,,**
Alabama,1,102300,2300,Mobile County (part),33890,17.7%,11770,2560,7759,6253," 15,030 "," 2,288 "," 18,248 "," 13,875 "," 1,767 "," 15,063 "," 18,827 "," 12,771 "," 15,059 "," 1,580 "," 20,859 "," 9,288 ", 992 , -   , 309 , 862 ," 4,013 "," 26,840 "," 1,053 "," 4,399 "," 2,618 "," 5,686 "," 3,416 "," 2,480 "," 3,190 "," 3,470 ", 532 ," 7,379 "," 25,625 ", 886 ,286,33315,148, -   ,,208,,,219,,**
Alabama,1,102400,2400,Baldwin County,20124,13%,4153,1062,5603,1260," 8,158 "," 4,040 "," 10,708 "," 8,542 ", 873 ," 11,402 "," 8,722 "," 6,809 "," 6,002 "," 1,933 "," 15,544 "," 1,990 ", 134 , -   , -   , 523 ," 3,516 "," 15,020 ", 6 ," 2,761 ", 744 ," 2,956 "," 1,645 "," 2,091 "," 4,309 ", 737 ," 1,169 "," 4,416 "," 13,293 "," 2,415 ",757,19345,592, -   ,,,,,186,,**
Alabama,1,102500,2500,"Coffee County, Covington County, Geneva County",16861,17.7%,5569,656,2320,5368," 7,506 "," 1,010 "," 12,158 "," 4,555 ", 148 ," 8,853 "," 8,008 "," 5,408 "," 7,690 ", 668 ," 12,319 "," 3,485 ", 7 , -   , 13 , 369 ," 1,782 "," 11,647 ", 418 ," 1,815 "," 2,303 "," 3,881 "," 2,030 ", 335 ," 2,073 ", 777 , 567 ," 4,625 "," 11,510 ", 726 ,321,16512,333, -   ,,,3,,13,,**
Alabama,1,102600,2600,"Houston County, Dale County",20125,15.5%,8409,1578,4080,4435," 7,702 "," 2,329 "," 12,817 "," 6,616 ", 692 ," 10,178 "," 9,947 "," 5,809 "," 7,029 ", 746 ," 12,087 "," 6,776 ", 74 , -   , 37 , 405 ," 3,206 "," 14,238 ", 521 ," 1,029 "," 1,377 "," 3,467 "," 2,868 "," 2,193 "," 3,575 "," 1,137 ", 348 ," 4,590 "," 14,398 "," 1,137 ",313,19806,160, -   ,,,,,159,,**
Alaska,2,200101,101,Anchorage Municipality (part),22555,17.5%,3079,4969,5126,5182," 4,902 "," 2,375 "," 9,188 "," 10,467 "," 2,900 "," 13,736 "," 8,819 "," 4,773 "," 9,913 "," 1,775 "," 7,081 "," 2,170 "," 3,409 ", 566 ," 4,623 "," 2,930 "," 1,581 "," 17,818 ", 162 ," 1,694 ", -   ," 4,138 "," 2,377 "," 3,487 "," 2,784 ", 371 ," 1,875 "," 3,716 "," 14,113 "," 4,726 ",703,20060,904,148,788,,,,653,496,Hmong
Alaska,2,200102,102,Anchorage Municipality (part),17501,12.4%,1470,2535,2467,2829," 7,196 "," 2,474 "," 5,091 "," 9,943 "," 2,468 "," 8,940 "," 8,561 "," 5,711 "," 7,466 "," 2,327 "," 8,913 ", 166 ," 1,968 ", -   ," 3,059 "," 1,068 "," 1,291 "," 15,219 ", 76 ," 1,722 ", 152 ," 3,800 "," 2,998 "," 1,705 "," 1,989 ", 605 ," 1,031 "," 1,064 "," 14,509 "," 1,928 ",1510,14948,415, -   ,129,429,218,,1362,1144,Aleut-Eskimo languages
Alaska,2,200200,200,"Matanuska-Susitna Borough, Kenai Peninsula Borough",31280,23.4%,4681,5204,3762,7631," 10,824 "," 3,859 "," 13,205 "," 15,016 "," 3,059 "," 16,204 "," 15,076 "," 8,797 "," 12,819 ", 588 ," 25,028 ", 37 , -   , -   ," 4,664 ", 963 ," 4,336 "," 25,324 "," 1,261 "," 5,171 "," 1,121 "," 5,255 "," 1,671 "," 2,745 "," 3,056 "," 1,580 "," 2,137 "," 1,569 "," 25,870 "," 3,841 ",314,30966,132, -   ,,,,,182,,**
Alaska,2,200300,300,"Fairbanks North Star Borough, Juneau City and Borough, Ketchikan Gateway Borough, Valdez-Cordova Census Area, Sitka City and Borough, Southeast Fairbanks Census Ar, Haines Borough, Denali Borough",36696,23%,3428,8768,6015,5166," 12,899 "," 3,847 "," 11,921 "," 22,086 "," 2,689 "," 20,970 "," 15,726 "," 7,694 "," 16,567 "," 1,265 "," 18,649 ", 106 ," 1,967 ", 117 ," 8,345 "," 6,247 "," 3,036 "," 32,642 ", 344 ," 4,446 ", 770 ," 9,166 "," 2,556 "," 4,130 "," 2,735 "," 2,910 "," 1,337 "," 3,231 "," 30,583 "," 2,882 ",152,36304,29,91,,,81,47,143,,**
Alaska,2,200400,400,"Bethel Census Area, Kodiak Island Borough, Nome Census Area, North Slope Borough, Northwest Arctic Borough, Wade Hampton Census Area, Wrangell-Petersburg Census Ar, Yukon-Koyukuk Census Area, Prince of Wales-Outer Ketchik, Aleutians West Census",31390,32.4%,9076,5690,6754,4316," 10,630 "," 4,000 "," 18,010 "," 11,419 "," 1,961 "," 18,536 "," 12,853 "," 6,913 "," 12,172 ", 833 ," 5,631 ", 481 ," 1,512 ", 235 ," 19,556 "," 3,141 "," 3,743 "," 24,304 "," 1,977 "," 2,782 "," 2,653 "," 4,871 "," 1,124 "," 3,402 "," 1,898 "," 1,418 "," 4,184 "," 4,508 "," 25,997 ", 885 ,1844,28881,478,37,,84,489,,1421,1057,Aleut-Eskimo languages
Arizona,4,400101,101,Maricopa County (part),8736,12.7%,2091,1731,1001,1141," 3,008 "," 1,854 "," 3,577 "," 4,704 ", 455 ," 4,532 "," 4,204 "," 2,553 "," 3,370 "," 1,089 "," 7,301 ", -   , 346 , -   , -   , -   ," 1,238 "," 5,447 ", -   , 153 , 48 ," 1,310 "," 1,044 "," 1,116 "," 1,643 ", 434 , 8 ," 1,375 "," 6,827 ", 534 ,172,8458,230, -   ,,,,,48,48,Thai
Arizona,4,400102,102,Maricopa County (part),18289,14.3%,2297,3378,3459,3145," 5,569 "," 2,738 "," 5,157 "," 11,368 "," 1,765 "," 10,440 "," 7,849 "," 5,747 "," 7,344 "," 5,345 "," 9,905 ", 903 , 835 , -   , -   ," 1,301 "," 1,076 "," 15,767 ", 5 , 966 ," 1,098 "," 4,043 "," 3,506 "," 1,848 "," 1,273 ", 483 , 716 ," 3,073 "," 14,208 "," 1,009 ",1670,16170,1486,220,75,122,,,216,140,Romanian
Arizona,4,400103,103,Maricopa County (part),29712,13.7%,5384,7104,4345,5586," 9,262 "," 3,416 "," 12,291 "," 14,449 "," 2,973 "," 18,669 "," 11,043 "," 8,717 "," 12,716 "," 4,216 "," 21,126 "," 1,236 "," 1,004 ", -   , 402 ," 1,728 "," 1,592 "," 25,524 ", 240 ," 2,691 ", 583 ," 4,887 "," 3,709 "," 2,541 "," 2,430 "," 3,251 "," 1,137 "," 4,214 "," 22,917 "," 2,581 ",1603,26857,1374,58,,253,293,228,649,479,Romanian
Arizona,4,400104,104,Maricopa County (part),24643,12.7%,2890,7215,3743,3370," 8,225 "," 2,090 "," 8,858 "," 10,582 "," 5,203 "," 14,260 "," 10,382 "," 6,849 "," 10,827 "," 5,851 "," 15,564 "," 1,603 ", 894 , -   , 114 , 616 , 931 ," 21,100 ", -   ," 1,735 ", 659 ," 4,556 "," 3,366 "," 1,799 "," 2,638 "," 1,594 ", 581 ," 3,368 "," 17,109 "," 4,166 ",3153,22005,2120,22,,102,,24,369,157,Syriac
Arizona,4,400105,105,Maricopa County (part),12758,9.3%,522,1134,1723,4012," 3,098 "," 2,791 "," 4,104 "," 6,590 "," 2,064 "," 7,269 "," 5,489 "," 2,525 "," 2,882 ", 638 ," 9,521 ", 396 ," 1,244 ", -   , -   , 958 , 816 ," 10,668 ", 102 ," 1,195 ", 395 ," 2,998 "," 2,382 "," 1,397 "," 1,470 ", 647 , 123 , 946 ," 5,934 "," 5,878 ",20,12508,51, -   ,,,,,199,109,Gujarathi
Arizona,4,400106,106,Maricopa County (part),14894,18.5%,2488,2370,3170,3407," 3,980 "," 1,966 "," 5,458 "," 6,819 "," 2,617 "," 8,555 "," 6,339 "," 2,099 "," 4,128 "," 4,050 "," 8,137 ", 231 , 59 , -   ," 2,157 ", 260 , 788 ," 10,939 ", -   , 632 , 511 ," 1,808 "," 2,716 "," 1,648 "," 3,104 ", 356 , 766 ," 2,057 "," 10,197 "," 2,640 ",603,14111,782, -   ,,,,,,,**
Arizona,4,400107,107,Maricopa County (part),20137,16.2%,2680,4017,3704,3956," 6,884 "," 1,575 "," 9,864 "," 8,096 "," 2,178 "," 12,030 "," 8,107 "," 4,950 "," 7,916 "," 5,161 "," 11,695 ", 722 ," 1,245 ", -   ," 1,002 ", 313 , 919 ," 16,301 ", 48 ," 1,140 ", 271 ," 2,804 "," 3,629 "," 2,022 "," 2,456 "," 1,362 ", 781 ," 2,718 "," 14,782 "," 2,637 ",876,18027,1370, -   ,163,138,214,,225,140,Amharic
Arizona,4,400108,108,Maricopa County (part),14313,14.1%,1885,2699,3162,4046," 3,426 ", 980 ," 8,060 "," 5,282 ", 971 ," 9,105 "," 5,208 "," 1,724 "," 4,452 "," 3,861 "," 9,027 ", 161 , 5 , -   , 391 , 868 , 838 ," 10,596 ", -   ," 1,374 ", 601 ," 3,295 "," 1,564 "," 1,490 "," 1,266 "," 1,057 ", 664 ," 1,794 "," 10,108 "," 2,412 ",41,13957,188, -   ,,,,,168,127,Romanian
Arizona,4,400109,109,Maricopa County (part),27701,19%,8736,7707,5003,3814," 9,347 "," 1,830 "," 12,674 "," 13,841 "," 1,186 "," 15,807 "," 11,894 "," 6,088 "," 13,983 "," 17,402 "," 7,707 ", 841 , 745 , -   , 625 , 381 ," 1,642 "," 23,688 ", 22 ," 1,060 "," 1,684 "," 4,020 "," 4,449 "," 1,614 "," 3,405 "," 1,368 ", 833 ," 5,940 "," 20,227 "," 1,534 ",3340,22230,4683, -   ,,553,,,236,,**
Arizona,4,400110,110,Maricopa County (part),51866,17.2%,3771,8364,10885,10776," 17,214 "," 4,627 "," 27,736 "," 20,511 "," 3,619 "," 27,419 "," 24,447 "," 16,501 "," 17,684 "," 21,563 "," 18,011 "," 4,050 "," 1,850 ", -   ," 5,152 "," 1,240 "," 3,636 "," 35,581 "," 1,925 "," 3,913 "," 2,290 "," 5,161 "," 6,204 "," 6,749 "," 5,722 "," 1,222 ", 524 ," 9,826 "," 38,564 "," 3,476 ",5832,43731,6414,844,,627,,,250,,**
Arizona,4,400111,111,Maricopa County (part),38982,24.7%,11228,11064,9345,5543," 9,944 "," 3,086 "," 22,270 "," 15,612 "," 1,100 "," 21,526 "," 17,456 "," 10,000 "," 18,875 "," 27,369 "," 5,176 "," 4,389 ", 763 , 100 ," 1,003 ", 182 ," 2,482 "," 29,297 ", 69 ," 3,575 "," 2,092 "," 4,898 "," 4,794 "," 2,442 "," 2,244 "," 1,749 "," 1,553 "," 12,179 "," 25,452 "," 1,351 ",7553,30712,7507, -   ,,321,151,,291,176,Other specified African languages
Arizona,4,400112,112,Maricopa County (part),30457,22.7%,6775,5355,6251,5596," 10,635 "," 2,620 "," 17,012 "," 11,221 "," 2,224 "," 18,090 "," 12,368 "," 5,831 "," 10,206 "," 9,947 "," 13,428 "," 3,178 ", 869 , 21 ," 2,555 ", 459 ," 2,275 "," 19,469 ", 106 ," 2,102 ", 798 ," 2,832 "," 4,948 "," 2,975 "," 3,576 "," 1,664 "," 1,882 "," 7,214 "," 19,947 "," 3,296 ",3191,26777,2796,239,,105,,,539,264,Other Asian languages
Arizona,4,400113,113,Maricopa County (part),16214,19.1%,1383,2961,2501,2792," 6,009 "," 1,951 "," 7,021 "," 8,131 "," 1,062 "," 8,098 "," 8,116 "," 3,803 "," 6,431 "," 6,601 "," 7,620 "," 1,089 ", 565 , -   , 85 , 255 ," 2,264 "," 13,565 ", -   , 877 , 404 ," 1,672 "," 3,441 "," 2,544 "," 1,468 ", 794 , 210 ," 2,998 "," 10,733 "," 2,483 ",2187,13802,2319, -   ,,,,,93,,**
Arizona,4,400114,114,Maricopa County (part),33339,20.9%,6973,8583,6710,3539," 10,844 "," 3,663 "," 15,510 "," 14,261 "," 3,568 "," 17,585 "," 15,753 "," 7,420 "," 14,453 "," 10,774 "," 19,761 ", 935 , 53 , -   ," 1,209 ", 606 ," 1,901 "," 26,106 ", 47 ," 2,669 "," 1,029 "," 5,096 "," 4,521 "," 2,552 "," 4,929 "," 1,341 ", 920 ," 6,064 "," 24,019 "," 3,256 ",2363,30792,2346, -   ,,,73,,127,,**
Arizona,4,400115,115,Maricopa County (part),34049,26.4%,8120,9144,7073,6143," 9,590 "," 2,099 "," 18,695 "," 12,452 "," 2,902 "," 19,848 "," 14,201 "," 6,377 "," 14,313 "," 14,669 "," 15,048 ", 999 , 421 , 806 ," 1,822 ", 284 ," 2,064 "," 27,659 ", 156 ," 2,701 "," 1,625 "," 3,113 "," 5,618 "," 3,340 "," 4,155 "," 2,315 ", 600 ," 6,929 "," 25,194 "," 1,925 ",5280,29089,4474, -   ,,227,,,258,212,Arabic
