Course,Section,Cr,Days,Times,Title,DistReq,Diversity,Room,Reg,Max,Exam,Faculty
AY316,A,4,M, 1:00pm- 3:30pm,Religion and Social Change in Contemporary Africa (See GS316),, , ,0, , ,Halvorson  
AY341,A,4,W, 1:00pm- 3:30pm,"Culture, Mobility, Identity: Encounters in the African Diaspora",S,I ,DIAM 323,9,15,0,Bhimull    
AY355,A,4,M, 7:00pm- 9:30pm,Aging and Public Policy in East Asia (See EA355),S,I , ,0, , ,Zhang      
AY363,A,4,M, 1:00pm- 3:30pm,Secrecy and Power,,I ,DIAM 323,15,15,0,Strohl     
AY455,A,4,R, 1:00pm- 3:30pm,Intervention: The Ethics and Politics of Humanitarianism (See GS455),S, , ,0, , ,Halvorson  
AY464,A,4,R, 1:00pm- 3:30pm,Anthropology of Food,, ,DIAM 323,10,15,0,MillsMaryB 
BC362,A,4,TR,11:00am-12:15pm,Medical Biochemistry,, ,KEYE 105,8,36,6,Moloney    
BC362,A,4,F,12:00n -12:50pm,Medical Biochemistry,, ,AREY 005,8,36,6,Moloney    
BC368,A,4 to 5,TR, 9:30am-10:45am,Biochemistry of the Cell II,, ,KEYE 103,18,24,8,Millard    
BC368,A,4 to 5,F,12:00n -12:50pm,Biochemistry of the Cell II,, ,LOVE 213,18,24,8,Millard    
BC368 L,A,,W,12:30pm- 4:30pm,Lab:Cell Biochemistry II,, ,KEYE 303,7,12, ,Moloney    
BC368 L,B,,R,12:30pm- 4:30pm,Lab:Cell Biochemistry II,, ,KEYE 303,8,12, ,Hepburn    
BC378,A,4,MWF,10:00am-10:50am,Molecular Biology,, ,MUDD 405,15,16,11,van Oers   
BC378,A,4,W, 1:00pm- 4:00pm,Molecular Biology,, ,AREY 205,15,16,11,van Oers   
BI133,A,3,TR,11:00am-12:15pm,Microorganisms and Society,N, ,AREY 005,36,32,6,Childers   
BI164,A,4,MWF, 9:00am- 9:50am,Evolution and Diversity,"N,Lb", ,OLIN 001,62,48,10,"Stone, J.  "
BI164,B,4,MWF,10:00am-10:50am,Evolution and Diversity,"N,Lb", ,OLIN 001,53,48,11,Noh        
BI164,C,4,MWF,11:00am-11:50am,Evolution and Diversity,"N,Lb", ,OLIN 001,64,48,1,Bevier     
BI164 L,A1,,M, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 201,16,16, ,Staffiere  
BI164 L,A2,,M, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 307,16,16, ,Bade       
BI164 L,B1,,T, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 201,18,16, ,Staffiere  
BI164 L,B2,,T, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 307,18,16, ,Bade       
BI164 L,B3,,T, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 202,16,16, ,"Graham, S  "
BI164 L,C1,,W, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 201,16,16, ,Staffiere  
BI164 L,C2,,W, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 307,16,16, ,Bade       
BI164 L,C3,,W, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 202,14,16, ,"Graham, S  "
BI164 L,D1,,R, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 201,17,16, ,Chiriboga  
BI164 L,D2,,R, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 307,16,16, ,Bade       
BI164 L,D3,,R, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 202,16,16, ,"Graham, S  "
BI198,A,4,MWF, 9:00am- 9:50am,Biochemistry of Food,"N,Lb", ,MILL 205,16,16,10,Klepach    
BI198,A,4,F, 1:00pm- 3:50pm,Biochemistry of Food,"N,Lb", ,AREY 305,16,16,10,Klepach    
BI225,A,3,MWF, 9:00am- 9:50am,Immunology,, ,LOVE 100,41,32,10,Hannum     
BI244,A,4,TR, 9:30am-10:45am,Marine Communities (See ES244),, , ,0, , ,McClenacha 
BI274,A,4,MWF,12:00n -12:50pm,Neurobiology,, ,LOVE 215,23,24,2,Martin     
BI274 L,A,,W, 1:00pm- 4:00pm,Laboratory: Neurobiology,, ,OLIN 332,12,12, ,Chiriboga  
BI274 L,B,,R, 1:00pm- 4:00pm,Laboratory: Neurobiology,, ,OLIN 332,11,12, ,Martin     
BI275,A,4,MWF,12:00n -12:50pm,Human Physiology,, ,OLIN 001,26,28,5,Tilden     
BI275 L,A,,M, 1:00pm- 4:00pm,Lab: Human Physiology,, ,OLIN 213,12,14, ,Guay       
BI275 L,B,,T, 1:00pm- 4:00pm,Lab: Human Physiology,, ,OLIN 213,14,14, ,Guay       
BI276,A,4,MWF, 8:00am- 8:50am,Comparative Vertebrate Anatomy,, ,OLIN 001,21,32,7,Bevier     
BI276 L,A,,T, 1:00pm- 4:00pm,Comparative Vertebrate Anatomy,, ,AREY 207,14,16, ,Bevier     
BI276 L,B,,W, 1:00pm- 4:00pm,Comparative Vertebrate Anatomy,, ,AREY 207,7,16, ,Bevier     
BI279,A,4,MWF,11:00am-11:50am,Genetics,, ,LOVE 205,35,36,1,Angelini   
BI279 L,A,,T, 1:00pm- 4:00pm,Laboratory: Genetics,, ,AREY 001,12,12, ,Beachy     
BI279 L,B,,W, 1:00pm- 4:00pm,Laboratory: Genetics,, ,AREY 001,11,12, ,Angelini   
BI279 L,C,,R, 1:00pm- 4:00pm,Laboratory: Genetics,, ,AREY 001,12,12, ,Beachy     
BI306,A,4,MWF,12:00n -12:50pm,Topics in Epidemiology (See SC306),, , ,0, , ,Scott      
BI319,A,4,TR,11:00am-12:15pm,Conservation Biology (See ES319),, , ,0, , ,Nyhus      
BI319,A,4,R, 1:00pm- 4:00pm,Conservation Biology (See ES319),, , ,0, , ,Nyhus      
BI320,A,3,TR,11:00am-12:15pm,Evolutionary Analysis,, ,OLIN 314,14,20,6,Noh        
BI338,A,4,MWF, 9:00am- 9:50am,Forest Ecosystems (See ES338),"N,Lb", , ,0, , ,Becknell   
BI338,A,4,M, 1:00pm- 4:00pm,Forest Ecosystems (See ES338),"N,Lb", , ,0, , ,Becknell   
BI351,A,4,MWF,11:00am-11:50am,Applied and Environmental Microbiology,, ,OLIN 335,6,12,1,Peck       
BI351,A,4,R, 1:00pm- 5:00pm,Applied and Environmental Microbiology,, ,AREY 305,6,12,1,Peck       
BI362,A,4,TR,11:00am-12:15pm,Medical Biochemistry (See BC362),, , ,0, , ,Moloney    
BI362,A,4,F,12:00n -12:50pm,Medical Biochemistry (See BC362),, , ,0, , ,Moloney    
BI368,A,4 to 5,TR, 9:30am-10:45am,Biochemistry of the Cell II (See BC368),, , ,0, , ,Millard    
BI368,A,4 to 5,F,12:00n -12:50pm,Biochemistry of the Cell II (See BC368),, , ,0, , ,Millard    
BI374,A,3 to 4,TR, 9:30am-10:45am,Advanced Neurobiology,, ,OLIN 001,31,16,8,Ahmad      
BI374 L,A,,R, 1:00pm- 4:00pm,Optional Lab: Advanced Neurobiology,, ,AREY 205,14,16, ,Ahmad      
BI378,A,4,MWF,10:00am-10:50am,Molecular Biology (See BC378),, , ,0, , ,van Oers   
BI378,A,4,W, 1:00pm- 4:00pm,Molecular Biology (See BC378),, , ,0, , ,van Oers   
BI382,A,4,TR, 9:30am-10:45am,Ecological Modeling,, ,MILL 205,11,12,8,"Moore, C   "
BI382,A,4,M, 1:00pm- 4:00pm,Ecological Modeling,, ,OLIN 314,11,12,8,"Moore, C   "
BI402,A,1,F, 1:00pm- 1:50pm,Biology Seminar (Integrative Biology),, ,LOVE 319,11,12, ,Angelini   
BI402,B,1,F, 1:00pm- 1:50pm,Biology Seminar (Human Evolution),, ,OLIN 335,9,12, ,"Stone, J.  "
CH122,A,4,MWF,10:00am-10:50am,Earth Systems Chemistry II,"N,Lb", ,MILL 008,26,32,11,Drozd      Koffman     
CH122 L,A,,W, 1:00pm- 4:00pm,Lab: Earth Systems Chemistry II,, ,KEYE 408,16,16, ,Drozd       Twining    
CH122 L,B,,R, 1:00pm- 4:00pm,Lab: Earth Systems Chemistry II,, ,KEYE 408,10,16, ,Drozd       Twining    
CH142,A,4,MWF, 9:00am- 9:50am,General Chemistry II,"N,Lb", ,KEYE 105,53,45,16,Millard    
CH142,B,4,MWF,10:00am-10:50am,General Chemistry II,"N,Lb", ,KEYE 105,49,45,16,McKinney   
CH142 L,A,,M, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,21,18, ,"Miller, L  "
CH142 L,B,,T, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,20,18, ,Drozd      
CH142 L,C,,W, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,19,18, ,"Miller, L  "
CH142 L,D,,R, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,21,18, ,"Miller, L  "
CH142 L,E,,F, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,21,18, ,"Miller, L  "
CH144,A,1,F, 1:30pm- 3:30pm,Turbo Chemistry,, ,KEYE 103,8,16, ,McKinney   
CH147,A,4,MWF,10:00am-10:50am,Comprehensive General Chemistry,"N,Lb", ,AREY 005,51,48,16,Rice       
CH147 L,A,,M, 1:00pm- 4:00pm,Lab: Comprehnsv Gen Chem,, ,KEYE 408,17,16, ,King       
CH147 L,B,,T, 8:00am-10:50am,Lab: Comprehnsv Gen Chem,, ,KEYE 408,17,16, ,Hepburn    
CH147 L,C,,T, 1:00pm- 4:00pm,Lab: Comprehnsv Gen Chem,, ,KEYE 408,17,16, ,Hepburn    
CH217,A,4,MWF,12:00n -12:50pm,Environmental Chemistry,, ,KEYE 103,14,24,2,McKinney   
CH242,A,4,MWF, 9:00am- 9:50am,Organic Chemistry II,, ,MILL 014,34,32,15,Katz       
CH242,B,4,MWF,10:00am-10:50am,Organic Chemistry II,, ,MILL 014,36,32,15,Katz       
CH242 L,A,,M, 1:00pm- 4:45pm,Lab: Organic Chem II,, ,KEYE 305,15,16, ,Klinkerch  
CH242 L,B,,T, 1:00pm- 4:45pm,Lab: Organic Chem II,, ,KEYE 305,14,16, ,Klinkerch  
CH242 L,C,,W, 1:00pm- 4:45pm,Lab: Organic Chem II,, ,KEYE 305,11,16, ,Klinkerch  
CH242 L,D,,R, 8:00am-11:45am,Lab: Organic Chem II,, ,KEYE 305,12,16, ,Klinkerch  
CH242 L,E,,R, 1:00pm- 4:45pm,Lab: Organic Chem II,, ,KEYE 305,15,16, ,Klinkerch  
CH342,A,5,MW,11:00am-12:15pm,Physical Chemistry: Quantum and Statistical Mechanics,, ,KEYE 104,7,12,1,Madison    
CH342,A,5,F, 1:00pm- 1:50pm,Physical Chemistry: Quantum and Statistical Mechanics,, ,KEYE 104,7,12,1,Madison    
CH342,A,5,M, 1:00pm- 4:50pm,Physical Chemistry: Quantum and Statistical Mechanics,, ,KEYE 205,7,12,1,Madison    
CH362,A,4,TR,11:00am-12:15pm,Medical Biochemistry (See BC362),, , ,0, , ,Moloney    
CH362,A,4,F,12:00n -12:50pm,Medical Biochemistry (See BC362),, , ,0, , ,Moloney    
CH368,A,4 to 5,TR, 9:30am-10:45am,Biochemistry of the Cell II (See BC368),, , ,0, , ,Millard    
CH368,A,4 to 5,F,12:00n -12:50pm,Biochemistry of the Cell II (See BC368),, , ,0, , ,Millard    
CH378,A,4,MWF,10:00am-10:50am,Molecular Biology (See BC378),, , ,0, , ,van Oers   
CH378,A,4,W, 1:00pm- 4:00pm,Molecular Biology (See BC378),, , ,0, , ,van Oers   
CH432,A,4,TR,11:00am-12:15pm,Advanced Organic Chemistry,, ,KEYE 104,7,10,6,Katz       
CH444,A,4,MWF, 9:00am- 9:50am,Advanced Methods in Biochemistry,W3, ,KEYE 104,11,12,10,Rice       
CH494,A,1,F,11:00am-11:50am,Senior Seminar,, ,AREY 005,15,30, ,Millard    
CH494,A,1,F, 3:00pm- 4:30pm,Senior Seminar,, ,KEYE 105,15,30, ,Millard    
CH494,B,1,F,11:00am-11:50am,Senior Seminar (for Juniors),, ,AREY 005,0,30, ,Millard    
CH494,B,1,F, 3:00pm- 4:30pm,Senior Seminar (for Juniors),, ,KEYE 105,0,30, ,Millard    
CI142,A,4,MW,11:00am-12:15pm,Introduction to Cinema Studies,A, ,LOVE 103,20,25,1,Wurtzler   
CI142,A,4,M, 7:00pm-10:00pm,Introduction to Cinema Studies,A, ,AREY 005,20,25,1,Wurtzler   
CI247,A,4,TR,11:00am-12:15pm,Visual Storytelling: Found Materials and the Archive,, ,MILL 253,16,15,6,"Murphy, E  "
CI252,A,4,MW, 2:30pm- 3:45pm,History of International Cinema II,A, ,LOVE 215,14,25,3,Wurtzler   
CI252,A,4,T, 7:00pm-10:00pm,History of International Cinema II,A, ,AREY 005,14,25,3,Wurtzler   
CL138,A,4,MW, 2:30pm- 3:45pm,Heroes of the World,L, ,LOVE 100,106,105,3,O'Neill    
CL398,A,4,TR, 1:00pm- 2:15pm,Athenian Democracy as Reality and Idea,H, ,LOVE 244,11,14,7,Welser     
CN126,A,5,MTWRF, 9:00am- 9:50am,Elementary Chinese II,, ,LOVE 207,16,20,10,"Liu, J     "
CN128,A,4,MTWF,10:00am-10:50am,Intermediate Chinese II,, ,LOVE 307,7,20,11,"Wang, F    "
CN135,A,1,F, 2:00pm- 2:50pm,Chinese Conversation I,, ,LOVE 423,6,20, ,Chen       
CN235,A,1,M, 3:00pm- 3:50pm,Chinese Conversation II,, ,LOVE 423,6,20, ,Chen       
CN322,A,4,MWF,11:00am-11:50am,Third-Year Chinese II,, ,LOVE 423,8,20,1,"Liu, J     "
CN335,A,1,R, 3:00pm- 3:50pm,Chinese Conversation III,, ,LOVE 423,9,18, ,Chen       
CN434,A,4,TR, 1:00pm- 2:15pm,Docu-China: Advanced Readings in Chinese,, ,LOVE 423,10,15,7,Zhang      
CS151,A,4,MWF,10:00am-10:50am,Computational Thinking: Visual Media,Q, ,LOVE 215,46,48,11,"Eaton, C   "
CS151 L,A,,W, 1:00pm- 2:20pm,Lab: Comp Thnkg: Visual,, ,DAVI 102,21,24, ,Layton     
CS151 L,B,,R, 2:30pm- 3:50pm,Lab: Comp Thnkg: Visual,, ,DAVI 102,25,24, ,Layton     
CS152,A,4,MWF,11:00am-11:50am,Computational Thinking: Science,Q, ,LOVE 215,36,48,1,Codabux    
CS152 L,A,,W, 2:30pm- 3:50pm,Lab: Comp Thkg: Science,, ,DAVI 102,16,24, ,Aaron      
CS152 L,B,,R, 1:00pm- 2:20pm,Lab: Comp Thkg: Science,, ,DAVI 102,20,24, ,Aaron      
CS231,A,4,MWF, 9:00am- 9:50am,Data Structures and Algorithms,Q, ,LOVE 215,17,20,2,Codabux    
CS231,B,4,MWF,10:00am-10:50am,Data Structures and Algorithms,Q, ,DAVI 117,23,25,2,"Taylor, St "
CS231,C,4,MWF,10:00am-10:50am,Data Structures and Algorithms,Q, ,DAVI 102,20,22,2,Maxwell    
CS231 L,A,,M, 1:00pm- 2:20pm,Lab: Data Struct/Algrthm,, ,DAVI 102,17,18, ,Layton     
CS231 L,B,,M, 2:30pm- 3:50pm,Lab: Data Struct/Algrthm,, ,DAVI 102,15,18, ,Layton     
CS231 L,C,,T, 1:00pm- 2:20pm,Lab: Data Struct/Algrthm,, ,DAVI 102,13,18, ,Aaron      
CS231 L,D,,T, 2:30pm- 3:50pm,Lab: Data Struct/Algrthm,, ,DAVI 102,15,18, ,Aaron      
CS251,A,4,MWF, 9:00am- 9:50am,Data Analysis and Visualization,, ,DAVI 117,20,25,13,"Taylor, St "
CS251,B,4,MWF,10:00am-10:50am,Data Analysis and Visualization,, ,LOVE 213,28,20,13,Layton     
CS251,C,4,MWF,11:00am-11:50am,Data Analysis and Visualization,, ,DAVI 117,23,25,13,Maxwell    
CS251 L,A,,T, 1:00pm- 2:20pm,Lab: Data Analysis/Vis,, ,DAVI 122,16,16, ,Codabux    
CS251 L,B,,T, 2:30pm- 3:50pm,Lab: Data Analysis/Vis,, ,DAVI 122,14,16, ,Codabux    
CS251 L,C,,W, 1:00pm- 2:20pm,Lab: Data Analysis/Vis,, ,DAVI 122,20,16, ,Maxwell    
CS251 L,D,,W, 2:30pm- 3:50pm,Lab: Data Analysis/Vis,, ,DAVI 122,19,16, ,Maxwell    
CS333,A,4,TR, 9:30am-10:45am,Programming Languages,, ,DAVI 117,19,30,8,"Taylor, St "
CS365,A,4,TR, 1:00pm- 2:15pm,Computer Vision,, ,DAVI 117,29,30,7,Maxwell    
CS365,B,4,TR, 2:30pm- 3:45pm,Computer Vision,, ,DAVI 117,28,30,9,Maxwell    
CS375M,A,4,MW, 1:00pm- 2:15pm,Analysis of Algorithms,, ,DAVI 117,13,30,4,Aaron      
CS442,A,4,TR, 1:00pm- 2:15pm,Computational Physiology: Bioinspiration in Design and Control,, ,MILL 008,20,24,0,"Eaton, C   "
CS442,A,4,F, 1:00pm- 3:50pm,Computational Physiology: Bioinspiration in Design and Control,, ,DAVI 122,20,24,0,"Eaton, C   "
CS461,A,4,TR,11:00am-12:15pm,Object-Oriented Software Systems,, ,DAVI 102,15,24,6,Skrien     
EA150,A,4,MW,11:00am-12:15pm,Foundations in East Asian Studies,H,I ,LOVE 302,17,18,1,Shmagin    
EA221,A,4,MW, 2:30pm- 3:45pm,Second Language Pedagogy,, ,LOVE 319,14,20,0,"Wang, F    "
EA263,A,4,TR, 1:00pm- 2:15pm,Buddhism across East Asia,L, ,LOVE 103,18,20,7,Orzech     
EA276,A,4,MWF, 9:00am- 9:50am,Zen and the Arts in Asia (See AR276),A, , ,0, , ,Weitz      
EA277,A,4,TR, 1:00pm- 2:15pm,Culture of Cuteness: Japanese Women (in English),S,I ,LOVE 202,18,20,7,Abe        
EA298,A,4,TR,11:00am-12:15pm,Language and Mind,, ,LOVE 102,19,20,6,"Liu, J     "
EA355,A,4,M, 7:00pm- 9:30pm,Aging and Public Policy in East Asia,S,I ,LOVE 301,13,15,5,Zhang      
EA398A,A,4,MW, 2:30pm- 3:45pm,Minorities in East Asia (See HI398A),H,I , ,0, , ,Shmagin    
EA398B,A,4,W, 1:00pm- 3:30pm,Japanese Visual Culture (See AR398),, , ,0, , ,Weitz      
EC121,A,4,TR,11:00am-12:15pm,Financial Accounting,, ,DIAM 145,36,35,6,Downs      
EC133,A,4,MW, 1:00pm- 2:15pm,Principles of Microeconomics,S, ,DIAM 141,35,35,12,"Park, Y    "
EC133,B,4,TR, 9:30am-10:45am,Principles of Microeconomics,S, ,DIAM 153,28,35,12,"Libby, J   "
EC133,C,4,TR,11:00am-12:15pm,Principles of Microeconomics,S, ,DIAM 153,35,35,12,"Libby, J   "
EC134,A,4,MWF,10:00am-10:50am,Principles of Macroeconomics,S, ,DIAM 122,36,35,15,Siodla     
EC134,B,4,MWF,11:00am-11:50am,Principles of Macroeconomics,S, ,DIAM 122,34,35,15,Siodla     
